VARUNR,LNAMN,FREQUENCY,TARGET_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_CONCEPT_CLASS_ID
49605,"Pantoprazol Pensa, enterotablett 40 mg",349,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
51269,"Naproxen Orifarm, tablett 250 mg",349,19019272,Naproxen 250 MG Oral Tablet,Clinical Drug
115163,"Pradaxa, kapsel, hård 75 mg Boehringer Ingelheim A",349,40228160,dabigatran etexilate 75 MG,Clinical Drug Comp
119251,"Meloxicam Bluefish, tablett 15 mg",349,1150347,meloxicam 15 MG Oral Tablet,Clinical Drug
13430,"Mixtard 30, inj-vätska, suspension 100 IE/ml",348,1596977,"Regular Insulin, Human",Ingredient
77934,"Inspra, filmdragerad tablett 50 mg Omnia Läkemedel",347,1309801,eplerenone 50 MG Oral Tablet,Clinical Drug
61573,"Lipitor, filmdragerad tablett 80 mg Pfizer AB",346,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
431334,"Valtsu, Filmdragerad tablett 40 mg",346,1308874,valsartan 40 MG Oral Tablet,Clinical Drug
456076,"Losartan Jubilant, filmdragerad tablett 50 mg",346,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
1213,Teveten tabl filmdrag 600mg,345,19076924,eprosartan 600 MG Oral Tablet,Clinical Drug
13390,Simvastatin Sandoz tabl 10mg,344,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
44112,Pantoprazole Teva enttabl 20mg,344,948079,pantoprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
69258,"Januvia, filmdragerad tablett 25 mg Cross Pharma A",344,19125045,sitagliptin 25 MG Oral Tablet,Clinical Drug
591023,"Tavara, filmdragerad tablett 80 mg",343,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
68553,"NovoNorm, tablett 2 mg Pharmachim AB",342,19023426,repaglinide 2 MG Oral Tablet,Clinical Drug
156920,"Pantoprazol STADA, enterotablett 40 mg",342,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
164595,"Lansoprazol Krka, enterokapsel, hård 30 mg",342,929889,lansoprazole 30 MG Delayed Release Oral Capsule,Clinical Drug
25267,Glimepirid Alternova tabl 3mg,341,1597758,glimepiride 3 MG Oral Tablet,Clinical Drug
533321,"Lanzo, munsönderfallande tablett 15 mg Pharmachim",341,929924,lansoprazole 15 MG Disintegrating Oral Tablet,Clinical Drug
404591,"Bisoprolol Teva, Tablett 2,5 mg",340,40166188,Bisoprolol Fumarate 2.5 MG Oral Tablet,Clinical Drug
141731,"Naproxen Orifarm, tablett 500 mg",339,19019273,Naproxen 500 MG Oral Tablet,Clinical Drug
126892,"Inspra, filmdragerad tablett 50 mg Cross Pharma AB",338,1309801,eplerenone 50 MG Oral Tablet,Clinical Drug
372839,"Monoket OD, depotkapsel, hård 25 mg",338,19069136,Isosorbide Mononitrate,Ingredient
19461,"Avandamet, filmdragerad tablett 4 mg/1000 mg Glaxo",337,NA,NA,Not Mapped*
394158,"Lomir SRO, depotkapsel, hård 5 mg Cross Pharma AB",336,1326020,Isradipine 5 MG Extended Release Oral Capsule,Clinical Drug
156875,"Pantoprazol STADA, enterotablett 20 mg",334,948079,pantoprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
116153,"Lansoprazol Arrow, enterokapsel, hård 30 mg",333,929889,lansoprazole 30 MG Delayed Release Oral Capsule,Clinical Drug
170540,Pantoprazol Mylan enttabl 40mg,333,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
50038,"Losartan/Hydrochlorothiazide Sandoz, filmdragerad",332,NA,NA,Not Mapped*
501882,"Centyl K mite, filmdragerad tablett 1,25 mg/573 mg",331,NA,NA,Not Mapped*
222810,Tebokan (Seredrin) tabl 40mg,330,NA,NA,Not Mapped*
53361,"Avandamet, filmdragerad tablett 2 mg/500 mg Orifar",329,NA,NA,Not Mapped*
469175,"Omestad, Enterokapsel, hård 40 mg",329,19023551,Omeprazole 40 MG Delayed Release Oral Capsule,Clinical Drug
31905,"Lisinopril/Hydr.Altern 10/12,5",328,NA,NA,Not Mapped*
60153,Clopidogrel Sandoz ta 75mg,327,19075601,clopidogrel 75 MG Oral Tablet,Clinical Drug
81864,"Losartan Amneal, filmdragerad tablett 100 mg",327,40185276,Losartan Potassium 100 MG Oral Tablet,Clinical Drug
401026,"Humulin NPH, inj-vätska, suspension 100 IE/ml",327,1596977,"Regular Insulin, Human",Ingredient
426977,"Irbesartan/Hydroklortiazid Actavis, filmdragerad t",327,NA,NA,Not Mapped*
34950,Glimepirid Merck NM tabl 3mg,326,1597758,glimepiride 3 MG Oral Tablet,Clinical Drug
65229,"Valsartan/Hydrochlorothiazide Sandoz, filmdragerad",325,NA,NA,Not Mapped*
383216,"Mobic tabl  7,5mg Boehringer",324,1150351,meloxicam 7.5 MG Oral Tablet,Clinical Drug
51392,"Pantoprazole Bluefish, Enterotablett 40 mg",323,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
11443,Lisinopril Sandoz tabl  5mg,322,1308251,Lisinopril 5 MG Oral Tablet,Clinical Drug
23567,"Karvezide, tablett 300 mg/12,5 mg Orifarm AB",322,NA,NA,Not Mapped*
65915,"Amlodipin Krka, tablett 10 mg",322,19073093,Amlodipine 10 MG Oral Tablet,Clinical Drug
115984,"Omeprazol Bluefish, enterokapsel, hård 10 mg",322,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
195355,"Alpoxen, Tablett 250 mg",322,19019272,Naproxen 250 MG Oral Tablet,Clinical Drug
775460,Kiniduron Depot ta 200mg Lic,322,19065984,quinidine gluconate 200 MG Oral Tablet,Clinical Drug
775460,Kiniduron Depot ta 200mg Lic,322,40161410,Quinidine Sulfate 200 MG Oral Tablet,Clinical Drug
8210,"Aprovel, tablett 150 mg Pharmachim AB",321,19022948,irbesartan 150 MG Oral Tablet,Clinical Drug
163923,"Ranitidin Sandoz, filmdragerad tablett 150 mg",321,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
151059,"Esomeprazole Ranbaxy, enterotablett 40 mg",320,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
13829,"Artonil, brustablett 300 mg",319,44818368,Ranitidine 300 MG Effervescent Oral Tablet,Clinical Drug
95239,"Torvast, filmdragerad tablett 80 mg Omnia Läkemede",319,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
198286,"Janumet, filmdragerad tablett 50 mg/850 mg Paranov",319,NA,NA,Not Mapped*
88306,"Enalapril Vitabalans, tablett 10 mg",318,40165762,Enalapril Maleate 10 MG Oral Tablet,Clinical Drug
184353,"Valsartan/Hydrochlorothiazide Sandoz, filmdragerad",318,NA,NA,Not Mapped*
461423,"Candesartan Krka, tablett 4 mg",318,1351558,candesartan cilexetil 4 MG Oral Tablet,Clinical Drug
93233,"Ratacand Plus tabl 16mg/12,5mg",316,NA,NA,Not Mapped*
20681,"Omeprazol ratiopharm, enterokapsel, hård 10 mg",315,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
51289,"Torasemid Bluefish, tablett 10 mg",315,942382,torsemide 10 MG Oral Tablet,Clinical Drug
192203,"Plendil, depottablett 10 mg AstraZeneca AB",315,19125704,Felodipine 10 MG Extended Release Oral Tablet,Clinical Drug
13427,"Mixtard 50 Penfill, inj-vätska, suspension 100 IE/",314,1596977,"Regular Insulin, Human",Ingredient
28849,"Eprex, inj-vätska, lösning, förfylld spruta 20000",314,NA,NA,Not Mapped*
29545,"Irbesartan/Hydrochlorothiazide Teva, Filmdragerad",314,NA,NA,Not Mapped*
30597,"Glucomed, tablett 625 mg",314,19129266,Glucosamine 625 MG Oral Tablet,Clinical Drug
127931,"Retacrit, inj-vätska, lösning, förfylld spruta 300",314,NA,NA,Not Mapped*
14793,"Simvastatin STADA, filmdragerad tablett 10 mg",313,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
437109,"Felodipin Teva, depottablett 2,5 mg",313,1353780,Felodipine 2.5 MG Extended Release Oral Tablet,Clinical Drug
7672,Cordarone tabl 200mg Medartuum,312,1309992,Amiodarone hydrochloride 200 MG Oral Tablet,Clinical Drug
126672,SelokenZOC depta  100mg IVAX,312,40167200,metoprolol succinate 100 MG Extended Release Oral Tablet,Clinical Drug
284257,ACO Omega-3 Forte kaps 1g,312,NA,NA,Not Mapped*
123176,"Nexium, enterotablett 20 mg Pharmachim AB",311,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
25332,"Lomir tabl 2,5mg Qdoxx",310,1326015,Isradipine 2.5 MG Oral Tablet,Clinical Drug
102878,"Pantoprazol Krka, enterotablett 40 mg",310,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
459855,"Repaglinid STADA, Tablett 0,5 mg",310,19023425,repaglinide 0.5 MG Oral Tablet,Clinical Drug
6076,Ticlid tabl 250mg Paranova,309,19079773,Ticlopidine Hydrochloride 250 MG Oral Tablet,Clinical Drug
553087,"Bisoprolol Mylan, filmdragerad tablett 5 mg",309,40162878,Bisoprolol Fumarate 5 MG Oral Tablet,Clinical Drug
40277,"Avandia, filmdragerad tablett 8 mg Orifarm AB",308,1547510,rosiglitazone 8 MG Oral Tablet,Clinical Drug
19814,"Apidra (ClikStar m.fl. inj-pennor), inj-vätska, lö",307,1544838,"Insulin, Glulisine, Human",Ingredient
29695,"Atacand Plus, tablett 32 mg/12,5 mg",307,NA,NA,Not Mapped*
169297,Omeprazol Arrow kaps 20mg burk,306,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
423615,"Repaglinid STADA, Tablett 1 mg",306,19023424,repaglinide 1 MG Oral Tablet,Clinical Drug
105961,"Nitroglycerin Recip, resoriblett, sublingual 0,25",305,19111043,Nitroglycerin 0.25 MG,Clinical Drug Comp
192335,"Janumet, filmdragerad tablett 50 mg/1000 mg 2care4",305,NA,NA,Not Mapped*
24463,"Xefo, filmdragerad tablett 8 mg",304,19101639,lornoxicam 8 MG Oral Tablet,Clinical Drug
80778,"Aprovel, filmdragerad tablett 150 mg Cross Pharma",304,19022948,irbesartan 150 MG Oral Tablet,Clinical Drug
478612,"Candesartan Orion, tablett 4 mg",304,1351558,candesartan cilexetil 4 MG Oral Tablet,Clinical Drug
115353,"Pradaxa, kapsel, hård 110 mg Boehringer Ingelheim",303,40228152,dabigatran etexilate,Ingredient
62763,"Brilique, filmdragerad tablett 90 mg Paranova Läke",301,40241188,Ticagrelor 90 MG Oral Tablet,Clinical Drug
90910,Canef kapsl 40mg,301,1549723,fluvastatin 40 MG,Clinical Drug Comp
374280,"Humulin Regular, inj-vätska, lösning 100 IE/ml",301,1596977,"Regular Insulin, Human",Ingredient
390914,"Furix, tablett 40 mg",301,957136,Furosemide 40 MG Oral Tablet,Clinical Drug
8708,"Plavix, filmdragerad tablett 75 mg Pharmachim AB",300,19075601,clopidogrel 75 MG Oral Tablet,Clinical Drug
27248,"Marozid, filmdragerad tablett 100 mg/25 mg",300,NA,NA,Not Mapped*
99643,"Pletal, tablett 100 mg Pharmachim AB",300,NA,NA,Not Mapped*
129498,Sotalol Orifarm tabl  80mg,300,40173997,Sotalol Hydrochloride 80 MG Oral Tablet,Clinical Drug
23013,"Avandamet, filmdragerad tablett 2 mg/500 mg Pharma",298,NA,NA,Not Mapped*
448233,"Doloproct, rektalkräm 1 mg/g + 20 mg/g",298,19055344,Fluocortolone,Ingredient
110914,Nexium enterotabl 40mg EuroPha,297,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
524827,"Inside, filmdragerad tablett 150 mg",297,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
62692,"Venastat, depotkapsel, hård",296,NA,NA,Not Mapped*
11938,Lisinopril Alpharma tabl 20mg,295,19080129,Lisinopril 20 MG Oral Tablet,Clinical Drug
13756,"Diovan Comp, filmdragerad tablett 160 mg/25 mg Nov",295,NA,NA,Not Mapped*
14775,"Ramipril HEXAL, tablett 1,25 mg",294,19102169,Ramipril 1.25 MG Oral Tablet,Clinical Drug
65995,"Cozaar tabl 12,5mg+50mg  kombf",294,40000895,Losartan Oral Tablet,Clinical Drug Form
534149,Pravachol tabl 20mg Orifarm,294,40175394,Pravastatin Sodium 20 MG Oral Tablet,Clinical Drug
588608,Ticlid tabl 250mg Sanofi Wint,294,19079773,Ticlopidine Hydrochloride 250 MG Oral Tablet,Clinical Drug
4889,"Aprovel, tablett 75 mg Medartuum AB",293,19022947,irbesartan 75 MG Oral Tablet,Clinical Drug
378378,"Simvastatin Arrow, Filmdragerad tablett 40 mg",293,1539407,Simvastatin 40 MG Oral Tablet,Clinical Drug
3809,"Actos, tablett 30 mg Takeda Pharma AB",292,19079293,pioglitazone 30 MG Oral Tablet,Clinical Drug
40851,Atorvastatin Paranova tab 40mg,292,1545996,atorvastatin 40 MG Oral Tablet,Clinical Drug
76006,"Januvia, filmdragerad tablett 25 mg Merck Sharp &",292,19125045,sitagliptin 25 MG Oral Tablet,Clinical Drug
86414,"Losartan/Hydrochlorothiazide Krka, filmdragerad ta",292,NA,NA,Not Mapped*
84006,"Omeprazol Arrow, enterokapsel, hård 20 mg",291,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
91744,"Insuman Rapid OptiSet, inj-vätska, lösning, förfyl",291,1596977,"Regular Insulin, Human",Ingredient
136440,Pepcidin tabl 40mg MSD,291,953113,Famotidine 40 MG Oral Tablet,Clinical Drug
566732,"Carvedilol HEXAL, tablett 25 mg",291,19022781,carvedilol 25 MG Oral Tablet,Clinical Drug
3856,Mobic tabl 15mg Medartuum,290,1150347,meloxicam 15 MG Oral Tablet,Clinical Drug
115568,"Aldomet, filmdragerad tablett 250 mg",290,1305450,Methyldopa 250 MG Oral Tablet,Clinical Drug
17752,"Actos, tablett 15 mg Orifarm AB",289,1525221,pioglitazone 15 MG Oral Tablet,Clinical Drug
470246,"Esomeprazol Pensa, enterotablett 40 mg",288,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
545365,"Candesarstad, tablett 4 mg",287,1351558,candesartan cilexetil 4 MG Oral Tablet,Clinical Drug
808752,Mexitil kapslar 200mg,287,43011571,Mexiletine Hydrochloride 200 MG,Clinical Drug Comp
11311,"Arcoxia, filmdragerad tablett 60 mg Merck Sharp &",286,19011356,etoricoxib 60 MG Oral Tablet,Clinical Drug
162945,"Omeprazol Apofri, enterokapsel, hård 20 mg",286,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
417005,"Glucobay, tablett 100 mg",286,19021312,Acarbose 100 MG Oral Tablet,Clinical Drug
420356,"Fragmin, inj-vätska, lösning 2500 IE/ml Pfizer AB",286,1301065,Dalteparin,Ingredient
813648,Torem tabletter 200mg Licens,286,942430,torsemide 200 MG Oral Tablet,Clinical Drug
60542,"CoAprovel, filmdragerad tablett 300 mg/12,5 mg Qdo",285,NA,NA,Not Mapped*
65934,"Lerkanidipin Actavis, filmdragerad tablett 10 mg",285,19017656,lercanidipine 10 MG Oral Tablet,Clinical Drug
90752,"Pioglitazon Orion, tablett 30 mg",283,19079293,pioglitazone 30 MG Oral Tablet,Clinical Drug
499985,"Simvastatin Bluefish, Filmdragerad tablett 40 mg",283,1539407,Simvastatin 40 MG Oral Tablet,Clinical Drug
25192,Glimepirid Copyfarm tabl 3mg,282,1597758,glimepiride 3 MG Oral Tablet,Clinical Drug
64292,"Clopidogrel Krka, filmdragerad tablett 75 mg",282,19075601,clopidogrel 75 MG Oral Tablet,Clinical Drug
395913,Kinidin Dur deptabl 200mg Para,282,40161408,Quinidine Sulfate 200 MG Extended Release Oral Tablet,Clinical Drug
512426,Zantac Brus brustabl 150mg Ori,282,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
571763,"NeoRecormon, inj-vätska, lösning, förfylld spruta",282,NA,NA,Not Mapped*
75010,Monopril tabl 10mg,281,40163753,Fosinopril Sodium 10 MG Oral Tablet,Clinical Drug
596799,"Candesartan Sandoz, tablett 8 mg",281,1351559,candesartan cilexetil 8 MG Oral Tablet,Clinical Drug
116792,"Valsartore, filmdragerad tablett 320 mg",280,19096677,valsartan 320 MG Oral Tablet,Clinical Drug
459998,"Victoza, inj-vätska, lösning i förfylld injektions",280,46234110,liraglutide Pen Injector,Clinical Drug Form
574252,"Esomeprazol Actavis, enterotablett 40 mg",280,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
751107,Trental depottabl 400mg,280,19079220,Pentoxifylline 400 MG Extended Release Oral Tablet,Clinical Drug
2803,Enalapril ratiopharm tabl  5mg,279,40165789,Enalapril Maleate 5 MG Oral Tablet,Clinical Drug
5547,Atacand tabl  4mg Medartuum,279,1351558,candesartan cilexetil 4 MG Oral Tablet,Clinical Drug
78148,"Klopidogrel Arrow, filmdragerad tablett 75 mg",277,19075601,clopidogrel 75 MG Oral Tablet,Clinical Drug
87380,"Irbesartan/Hydroklortiazid Actavis, filmdragerad t",277,NA,NA,Not Mapped*
401059,"Humulin Regular, inj-vätska, lösning 100 IE/ml",277,1596977,"Regular Insulin, Human",Ingredient
3208,"Aranesp, inj-vätska, lösning, förfylld spruta 15 m",276,46234250,darbepoetin alfa Injection,Clinical Drug Form
90156,"Emerade, inj-vätska, lösning, förfylld injektionsp",276,1343916,Epinephrine,Ingredient
93516,"Omestad, Enterokapsel, hård 20 mg",276,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
147178,"Adalat Oros, depottablett 20 mg Bayer AB",276,1318887,Nifedipine 20 MG Extended Release Oral Tablet,Clinical Drug
430934,"Alcosanal, rektalsalva 110 mg/g",276,NA,NA,Not Mapped*
381211,"Ifirmacombi, filmdragerad tablett 300 mg/12,5 mg",275,NA,NA,Not Mapped*
386636,"Valsartan Jubilant, filmdragerad tablett 40 mg",274,1308874,valsartan 40 MG Oral Tablet,Clinical Drug
431328,"Bisoprolol Vitabalans, tablett 5 mg",274,40162878,Bisoprolol Fumarate 5 MG Oral Tablet,Clinical Drug
405159,Impugan inj 10mg/ml,273,956874,Furosemide,Ingredient
22316,Sortis tabl tabl 40mg Paranova,272,1545996,atorvastatin 40 MG Oral Tablet,Clinical Drug
30503,"Losarstad, filmdragerad tablett 12,5 mg",272,1367533,Losartan 12.5 MG Oral Tablet,Clinical Drug
59978,"Simvastatin Orion, Filmdragerad tablett 40 mg",272,1539407,Simvastatin 40 MG Oral Tablet,Clinical Drug
520742,"NovoNorm, tablett 1 mg Novo Nordisk Scandinavia AB",272,19023424,repaglinide 1 MG Oral Tablet,Clinical Drug
553571,"Sotalol 2care4, tablett 80 mg",272,40173997,Sotalol Hydrochloride 80 MG Oral Tablet,Clinical Drug
22807,Lansoprazol ratioph kaps 30mg,271,929889,lansoprazole 30 MG Delayed Release Oral Capsule,Clinical Drug
34743,"Meloxicam Teva, tablett 7,5 mg",271,1150351,meloxicam 7.5 MG Oral Tablet,Clinical Drug
332007,"Ubidekarenon i olivolja APL, oral lösning 8 mg/ml",271,40059433,coenzyme Q10 Oral Solution,Clinical Drug Form
485082,"Omeprazol Teva, enterokapsel, hård 20 mg",271,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
78555,"Eporatio, inj-vätska, lösning, förfylld spruta 500",270,NA,NA,Not Mapped*
483731,"Janumet, filmdragerad tablett 50 mg/1000 mg Pharma",270,NA,NA,Not Mapped*
66870,"Tareg, filmdragerad tablett 160 mg Paranova Läkeme",269,19096678,valsartan 160 MG Oral Tablet,Clinical Drug
105972,"Nitroglycerin Recip, resoriblett, sublingual 0,5 m",268,1361861,Nitroglycerin 0.5 MG Sublingual Tablet,Clinical Drug
576157,Ranitidine Ranbaxy tabl 150mg,268,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
660008,Epoprostenol kassett,268,1354118,Epoprostenol,Ingredient
17610,Amlodipin IVAX tabl  5mg,267,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
25299,Glimepirid Alternova tabl 4mg,267,1597773,glimepiride 4 MG Oral Tablet,Clinical Drug
77677,"Minitran, depotplåster 15 mg/24 timmar",267,40071547,Nitroglycerin Transdermal Patch,Clinical Drug Form
116006,"Omeprazol Bluefish, enterokapsel, hård 20 mg",267,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
49878,"Remodulin, inf-vätska, lösning 1 mg/ml",266,1327256,Treprostinil,Ingredient
492107,"Forxiga, filmdragerad tablett 10 mg AstraZeneca AB",266,44785831,dapagliflozin 10 MG Oral Tablet,Clinical Drug
592014,"Inside Brus, brustablett 150 mg",266,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
16435,"Crestor, filmdragerad tablett 40 mg Paranova Läkem",265,40165257,Rosuvastatin calcium 40 MG Oral Tablet,Clinical Drug
50298,Relifex tabl 500mg EuroPharma,265,1113672,nabumetone 500 MG Oral Tablet,Clinical Drug
127953,"Retacrit, inj-vätska, lösning, förfylld spruta 500",265,NA,NA,Not Mapped*
6524,"Arixtra, inj-vätska, lösning, förfylld spruta 2,5",264,1315865,fondaparinux,Ingredient
34761,"Meloxicam Teva, tablett 15 mg",263,1150347,meloxicam 15 MG Oral Tablet,Clinical Drug
35032,"Ibuprofen Actavis, filmdragerad tablett 200 mg",263,19078461,Ibuprofen 200 MG Oral Tablet,Clinical Drug
125774,"Irbesartan/Hydrochlorothiazide STADA, filmdragerad",263,NA,NA,Not Mapped*
569302,"Enalapril Sandoz, tablett 20 mg",263,40165773,Enalapril Maleate 20 MG Oral Tablet,Clinical Drug
127975,"Retacrit, inj-vätska, lösning, förfylld spruta 800",262,NA,NA,Not Mapped*
18858,Niaspan deptabl  500mg,261,19078988,Niacin 500 MG Extended Release Oral Tablet,Clinical Drug
21069,"Meloxicam Mylan, tablett 7,5 mg",261,1150351,meloxicam 7.5 MG Oral Tablet,Clinical Drug
43114,"Amlori, tablett 5 mg",261,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
546755,"Lansoprazol Ranbaxy, munsönderfallande tablett 30",261,19098167,lansoprazole 30 MG Disintegrating Oral Tablet,Clinical Drug
18394,Norvasc tabl 10mg Orifarm,259,19073093,Amlodipine 10 MG Oral Tablet,Clinical Drug
28177,"Tredaptive, tablett med modifierad frisättning 100",259,NA,NA,Not Mapped*
28884,"Eprex, inj-vätska, lösning, förfylld spruta 40000",259,NA,NA,Not Mapped*
35076,"Ibuprofen Actavis, filmdragerad tablett 600 mg",259,19019073,Ibuprofen 600 MG Oral Tablet,Clinical Drug
131363,"Pantoprazol Actavis, enterotablett 40 mg",258,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
373352,"Suscard, buckaltablett 5 mg",258,19113946,Nitroglycerin 5 MG Buccal Tablet,Clinical Drug
463197,"Simvastatin Bluefish, filmdragerad tablett 10 mg",258,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
919635,"Diltiazem i Unguentum Merck APL, rektalkräm 2 %",258,NA,NA,Not Mapped*
