source_code,frequency,target_concept_id,target_concept_code,target_concept_name
X6903,2,45585661,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances
V4962,2,45756572,V49,Car occupant injured in other and unspecified transport accidents
X7080,2,45571181,X70,"Intentional self-harm by hanging, strangulation and suffocation"
W3509,2,45756288,W35,Explosion and rupture of boiler causing accidental injury
V1048,2,45756177,V10,Pedal cyclist injured in collision with pedestrian or animal
W9010,2,45756334,W90,Exposure to other nonionizing radiation as an external cause of morbidity and mortality
X7011,2,45571181,X70,"Intentional self-harm by hanging, strangulation and suffocation"
X7068,2,45571181,X70,"Intentional self-harm by hanging, strangulation and suffocation"
X7020,2,45571181,X70,"Intentional self-harm by hanging, strangulation and suffocation"
W9083,2,45756334,W90,Exposure to other nonionizing radiation as an external cause of morbidity and mortality
W9022,2,45756334,W90,Exposure to other nonionizing radiation as an external cause of morbidity and mortality
X7149,2,45566260,X71,Intentional self-harm by drowning and submersion
X7103,2,45566260,X71,Intentional self-harm by drowning and submersion
W5069,2,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
W1698,2,45756254,W16,Diving or jumping into water causing injury other than drowning or submersion causing accidental injury
W099,2,45756249,W09,Fall involving playground equipment causing accidental injury
W092,2,45756249,W09,Fall involving playground equipment causing accidental injury
W3010,2,45756283,W30,Contact with agricultural machinery causing accidental injury
X7148,2,45566260,X71,Intentional self-harm by drowning and submersion
W9189,2,45756335,W91,Exposure to unspecified type of radiation as an external cause of morbidity and mortality
V4893,2,45756571,V48,Car occupant injured in noncollision transport accident
W9119,2,45756335,W91,Exposure to unspecified type of radiation as an external cause of morbidity and mortality
W0993,2,45756249,W09,Fall involving playground equipment causing accidental injury
V4814,2,45756571,V48,Car occupant injured in noncollision transport accident
V4820,2,45756571,V48,Car occupant injured in noncollision transport accident
X7349,2,45756448,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge"
V4823,2,45756571,V48,Car occupant injured in noncollision transport accident
W9104,2,45756335,W91,Exposure to unspecified type of radiation as an external cause of morbidity and mortality
W3093,2,45756283,W30,Contact with agricultural machinery causing accidental injury
W9141,2,45756335,W91,Exposure to unspecified type of radiation as an external cause of morbidity and mortality
V4702,2,45756570,V47,Car occupant injured in collision with fixed or stationary object
X7603,2,45551953,X76,"Intentional self-harm by smoke, fire and flames"
V4794,2,45756570,V47,Car occupant injured in collision with fixed or stationary object
W3013,2,45756283,W30,Contact with agricultural machinery causing accidental injury
X7622,2,45551953,X76,"Intentional self-harm by smoke, fire and flames"
W3662,2,45756289,W36,Explosion and rupture of gas cylinder causing accidental injury
X7601,2,45551953,X76,"Intentional self-harm by smoke, fire and flames"
X7708,2,45756449,X77,"Intentional self-harm by steam, hot vapors and hot objects"
X7704,2,45756449,X77,"Intentional self-harm by steam, hot vapors and hot objects"
W0914,2,45756249,W09,Fall involving playground equipment causing accidental injury
W0971,2,45756249,W09,Fall involving playground equipment causing accidental injury
W9191,2,45756335,W91,Exposure to unspecified type of radiation as an external cause of morbidity and mortality
W9194,2,45756335,W91,Exposure to unspecified type of radiation as an external cause of morbidity and mortality
W0840,2,45756248,W08,Fall involving other furniture causing accidental injury
W9298,2,45756336,W92,Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality
W9290,2,45756336,W92,Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality
W2140,2,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W3758,2,45756290,W37,"Explosion and rupture of pressurized tire, pipe or hose causing accidental injury"
X7862,2,45756450,X78,Intentional self-harm by sharp object
W9238,2,45756336,W92,Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality
W9239,2,45756336,W92,Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality
W3733,2,45756290,W37,"Explosion and rupture of pressurized tire, pipe or hose causing accidental injury"
W9221,2,45756336,W92,Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality
W9288,2,45756336,W92,Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality
X7811,2,45756450,X78,Intentional self-harm by sharp object
W9218,2,45756336,W92,Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality
X7814,2,45756450,X78,Intentional self-harm by sharp object
V4731,2,45756570,V47,Car occupant injured in collision with fixed or stationary object
V4730,2,45756570,V47,Car occupant injured in collision with fixed or stationary object
V47,2,45756570,V47,Car occupant injured in collision with fixed or stationary object
V4778,2,45756570,V47,Car occupant injured in collision with fixed or stationary object
V4793,2,45756570,V47,Car occupant injured in collision with fixed or stationary object
V4771,2,45756570,V47,Car occupant injured in collision with fixed or stationary object
W9281,2,45756336,W92,Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality
W3703,2,45756290,W37,"Explosion and rupture of pressurized tire, pipe or hose causing accidental injury"
X7929,2,45756451,X79,Intentional self-harm by blunt object
W9262,2,45756336,W92,Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality
W0818,2,45756248,W08,Fall involving other furniture causing accidental injury
V9132,2,45756200,V91,Accident to watercraft causing other injury
W9253,2,45756336,W92,Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality
W9233,2,45756336,W92,Exposure to excessive heat of man-made origin as an external cause of morbidity and mortality
X8091,2,45590551,X80,Intentional self-harm by jumping from a high place
X8098,2,45590551,X80,Intentional self-harm by jumping from a high place
W9390,2,45756337,W93,Exposure to excessive cold of man-made origin as an external cause of morbidity and mortality
W0848,2,45756248,W08,Fall involving other furniture causing accidental injury
V4698,2,45756568,V46,Car occupant injured in collision with other nonmotor vehicle
X8084,2,45590551,X80,Intentional self-harm by jumping from a high place
W9352,2,45756337,W93,Exposure to excessive cold of man-made origin as an external cause of morbidity and mortality
W3700,2,45756290,W37,"Explosion and rupture of pressurized tire, pipe or hose causing accidental injury"
W9300,2,45756337,W93,Exposure to excessive cold of man-made origin as an external cause of morbidity and mortality
V4652,2,45756568,V46,Car occupant injured in collision with other nonmotor vehicle
W0872,2,45756248,W08,Fall involving other furniture causing accidental injury
V4651,2,45756568,V46,Car occupant injured in collision with other nonmotor vehicle
V4601,2,45756568,V46,Car occupant injured in collision with other nonmotor vehicle
X8100,2,45547154,X81,Intentional self-harm by jumping or lying before moving object
X8150,2,45547154,X81,Intentional self-harm by jumping or lying before moving object
X8109,2,45547154,X81,Intentional self-harm by jumping or lying before moving object
V4664,2,45756568,V46,Car occupant injured in collision with other nonmotor vehicle
X8140,2,45547154,X81,Intentional self-harm by jumping or lying before moving object
V4642,2,45756568,V46,Car occupant injured in collision with other nonmotor vehicle
X8259,2,45756452,X82,Intentional self-harm by crashing of motor vehicle
X8210,2,45756452,X82,Intentional self-harm by crashing of motor vehicle
X8291,2,45756452,X82,Intentional self-harm by crashing of motor vehicle
V4639,2,45756568,V46,Car occupant injured in collision with other nonmotor vehicle
V4604,2,45756568,V46,Car occupant injured in collision with other nonmotor vehicle
W9348,2,45756337,W93,Exposure to excessive cold of man-made origin as an external cause of morbidity and mortality
X8380,2,45590555,X83,Intentional self-harm by other specified means
W3790,2,45756290,W37,"Explosion and rupture of pressurized tire, pipe or hose causing accidental injury"
W3708,2,45756290,W37,"Explosion and rupture of pressurized tire, pipe or hose causing accidental injury"
W9400,2,45756338,W94,Exposure to high and low air pressure and changes in air pressure as an external cause of morbidity and mortality
W0844,2,45756248,W08,Fall involving other furniture causing accidental injury
X8329,2,45590555,X83,Intentional self-harm by other specified means
W5114,2,45756302,W51,Striking against or bumped into by another person
W3804,2,45756291,W38,Explosion and rupture of other specified pressurized devices causing accidental injury
X835,2,45590555,X83,Intentional self-harm by other specified means
X8401,2,45585673,X84,Intentional self-harm by unspecified means
W9904,2,45756339,W99,Exposure to other and unspecified man-made environmental factors as an external cause of morbidity and mortality
X8493,2,45585673,X84,Intentional self-harm by unspecified means
W0852,2,45756248,W08,Fall involving other furniture causing accidental injury
W0824,2,45756248,W08,Fall involving other furniture causing accidental injury
W9929,2,45756339,W99,Exposure to other and unspecified man-made environmental factors as an external cause of morbidity and mortality
