source_code,frequency,intermediate_concept_id,intermediate_code,intermediate_name,intermediate_vocabulary,target_concept_id,target_code,target_name,target_vocabulary,domain_id
L403A,43,45591634,L40.3,Pustulosis palmaris et plantaris,ICD10 code,4100184,27520001,Pustular psoriasis of the palms AND/OR soles,SNOMED,Condition
B220,43,45595610,B22.0,HIV disease resulting in encephalopathy,ICD10 code,4228440,421827003,Encephalopathy associated with AIDS,SNOMED,Condition
L718B,43,45596385,L71.8,Other rosacea,ICD10 code,136773,398909004,Rosacea,SNOMED,Condition
N47,43,45596870,N47,"Redundant prepuce, phimosis and paraphimosis",ICD10 code,436155,266570005,Redundant prepuce and phimosis,SNOMED,Condition
R291,43,45597177,R29.1,Meningismus,ICD10 code,441130,70784009,Meningeal irritation,SNOMED,Condition
D804,43,45600617,D80.4,Selective deficiency of immunoglobulin M [IgM],ICD10 code,434893,190980000,Selective immunoglobulin M deficiency,SNOMED,Condition
S091,43,45602132,S09.1,Injury of muscle and tendon of head,ICD10 code,4059253,212451003,Injury of muscle and tendon of head,SNOMED,Condition
B409,43,45605235,B40.9,"Blastomycosis, unspecified",ICD10 code,433146,69996000,Blastomycosis,SNOMED,Condition
I410,43,45605796,I41.0,Myocarditis in bacterial diseases classified elsewhere,ICD10 code,4331309,22653005,Myocarditis due to infectious agent,SNOMED,Condition
I890B,43,45605871,I89.0,"Lymphedema, not elsewhere classified",ICD10 code,435839,234097001,Lymphedema,SNOMED,Condition
		,43,,,,,,,,,
405X,43,,,,,,,,,
437X,43,,,,,,,,,
438X,43,,,,,,,,,
786FA,43,,,,,,,,,
E802B,42,45533046,E80.2,Other porphyria,ICD10 code,434908,29094004,Disorder of porphyrin metabolism,SNOMED,Condition
F441,42,45533109,F44.1,Dissociative fugue,ICD10 code,444079,3586005,Psychogenic fugue,SNOMED,Condition
D446,42,45537911,D44.6,Neoplasm of uncertain or unknown behavior of carotid body,ICD10 code,4314634,94779002,Neoplasm of uncertain behavior of carotid body,SNOMED,Condition
E106C,42,45537959,E10.6,Insulin-dependent diabetes mellitus with other specified complications,ICD10 code,435216,420868002,Disorder due to type 1 diabetes mellitus,SNOMED,Condition
Q412,42,45539276,Q41.2,"Congenital absence, atresia and stenosis of ileum",ICD10 code,197084,253764008,"Congenital absence, atresia and stenosis of small intestine",SNOMED,Condition
Q952,42,45539312,Q95.2,Balanced autosomal rearrangement in abnormal individual,ICD10 code,4004646,205673000,Balanced autosomal rearrangement in abnormal individual,SNOMED,Condition
T465,42,45541588,T46.5,"Poisoning by other antihypertensive drugs, not elsewhere classified",ICD10 code,436295,111769007,Poisoning by antihypertensive agent,SNOMED,Condition
E756,42,45542770,E75.6,"Lipid storage disorder, unspecified",ICD10 code,4027782,10741005,Lipid storage disease,SNOMED,Condition
J01DD04,42,45548098,J01,Acute sinusitis,ICD10 Hierarchy,260123,15805002,Acute sinusitis,SNOMED,Condition
L01XC07,42,45548179,L01,Impetigo,ICD10 Hierarchy,140480,48277006,Impetigo,SNOMED,Condition
D141W,42,45552329,D14.1,Benign neoplasm of larynx,ICD10 code,23731,92175003,Benign neoplasm of larynx,SNOMED,Condition
M368,42,45553175,M36.8,Systemic disorders of connective tissue in other diseases classified elsewhere,ICD10 code,255334,81573002,Collagen disease,SNOMED,Condition
P290,42,45553639,P29.0,Neonatal cardiac failure,ICD10 code,4172864,276514007,Neonatal cardiac failure,SNOMED,Condition
Q688,42,45553694,Q68.8,Other specified congenital musculoskeletal deformities,ICD10 code,135061,73573004,Congenital anomaly of musculoskeletal system,SNOMED,Condition
S727,42,45555141,S72.7,Multiple fractures of femur,ICD10 code,4016132,208731002,Multiple fractures of femur,SNOMED,Condition
Z390B,42,45556829,Z39.0,Care and examination immediately after delivery,ICD10 code,4047392,133906008,Postpartum care,SNOMED,Observation
G710X,42,45557253,G71.0,Muscular dystrophy,ICD10 code,4247802,73297009,Muscular dystrophy,SNOMED,Condition
H43,42,45557431,H43,Disorders of vitreous body,ICD10 Hierarchy,317299,76682005,Disorder of vitreous body,SNOMED,Condition
O357,42,45558258,O35.7,Maternal care for (suspected) damage to fetus by other medical procedures,ICD10 code,4064277,199558002,Fetus with damage due to intrauterine contraceptive device,SNOMED,Condition
Q281,42,45558401,Q28.1,Other malformations of precerebral vessels,ICD10 code,4005616,204493007,Arteriovenous malformation of precerebral vessels,SNOMED,Condition
S217,42,45558716,S21.7,Multiple open wounds of thoracic wall,ICD10 code,4051136,210411007,Multiple open wounds of thoracic wall,SNOMED,Condition
T457,42,45560789,T45.7,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants",ICD10 code,440000,426790001,Poisoning by anticoagulant antagonist,SNOMED,Condition
S0651,42,45563422,S06.5,Traumatic subdural hemorrhage,ICD10 code,4017107,209987007,Traumatic subdural hemorrhage,SNOMED,Condition
S767,42,45564767,S76.7,Injury of multiple muscles and tendons at hip and thigh level,ICD10 code,4059256,212469007,Injury of multiple muscles and tendons at hip and thigh level,SNOMED,Condition
T00,42,45565278,T00,Superficial injuries involving multiple body regions,ICD10 Hierarchy,4058494,211468002,Superficial injuries involving multiple body regions,SNOMED,Condition
B018,42,45566531,B01.8,Varicella with other complications,ICD10 code,437791,23737006,Chickenpox with complication,SNOMED,Condition
C061,42,45576297,C06.1,Malignant neoplasm of vestibule of mouth,ICD10 code,4090226,187658004,Malignant tumor of vestibule of mouth,SNOMED,Condition
S3611,42,45578238,S36.1,Injury of liver or gallbladder,ICD10 code,193355,39400004,Injury of liver,SNOMED,Condition
A028,42,45581098,A02.8,Other specified salmonella infections,ICD10 code,133685,302231008,Salmonella infection,SNOMED,Condition
C445W,42,45581215,C44.5,Malignant neoplasm of skin of trunk,ICD10 code,133147,94043000,Primary malignant neoplasm of skin of trunk,SNOMED,Condition
H251H,42,45581628,H25.1,Senile nuclear cataract,ICD10 code,439297,193589009,Nuclear senile cataract,SNOMED,Condition
T280,42,45584808,T28.0,Burn of mouth and pharynx,ICD10 code,196284,212032004,Burn of mouth and pharynx,SNOMED,Condition
L871,42,45586782,L87.1,Reactive perforating collagenosis,ICD10 code,4274633,64036004,Reactive perforating collagenosis,SNOMED,Condition
B519,42,45590856,B51.9,Plasmodium vivax malaria without complication,ICD10 code,433960,27052006,Vivax malaria,SNOMED,Condition
G702,42,45591193,G70.2,Congenital and developmental myasthenia,ICD10 code,4101899,193216006,Congenital and developmental myasthenia,SNOMED,Condition
Z708,42,45595539,Z70.8,Other sex counseling,ICD10 code,4254477,409063005,Counseling,SNOMED,Procedure
I2121,42,45596190,I21.2,Acute transmural myocardial infarction of other sites,ICD10 code,312327,57054005,Acute myocardial infarction,SNOMED,Condition
N013,42,45596846,N01.3,"Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",ICD10 code,4059457,197693009,"Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",SNOMED,Condition
T842A,42,45599795,T84.2,Mechanical complication of internal fixation device of other bones,ICD10 code,4345340,240275002,Bone fixation device failure,SNOMED,Condition
B007,42,45600444,B00.7,Disseminated herpesviral disease,ICD10 code,4029319,13710008,Disseminated herpes simplex,SNOMED,Condition
D390B,42,45600595,D39.0,Neoplasm of uncertain or unknown behavior of uterus,ICD10 code,195793,95167003,Neoplasm of uncertain behavior of uterus,SNOMED,Condition
R07-P,42,45602001,R07,Pain in throat and chest,ICD10 Hierarchy,77670,29857009,Chest pain,SNOMED,Condition
I090,42,45605776,I09.0,Rheumatic myocarditis,ICD10 code,320743,194750008,Rheumatic myocarditis,SNOMED,Condition
O603,42,45755608,O60.3,Preterm delivery without spontaneous labor,ICD10 code,4273560,6383007,Premature labor,SNOMED,Condition
V71W,42,45755993,V71,Bus occupant injured in collision with pedal cycle,ICD10 Hierarchy,444065,34552002,Victim in two vehicle accident,SNOMED,Observation
V56A,42,45756635,V56,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle,ICD10 Hierarchy,444065,34552002,Victim in two vehicle accident,SNOMED,Observation
491X,42,,,,,,,,,
536W,42,,,,,,,,,
R861,41,45544163,,"Abnormal findings in specimens from male genital organs, abnormal level of hormones",,4166142,,Abnormal hormone level in specimen from male genital organ,SNOMED,
L208C,41,45533637,L20.8,Other atopic dermatitis,ICD10 code,133834,24079001,Atopic dermatitis,SNOMED,Condition
T15,41,45536466,T15,Foreign body on external eye,ICD10 Hierarchy,433909,55899000,Foreign body on external eye,SNOMED,Condition
E619,41,45537976,E61.9,"Deficiency of nutrient element, unspecified",ICD10 code,435227,70241007,Nutritional deficiency,SNOMED,Condition
L234,41,45538570,L23.4,Allergic contact dermatitis due to dyes,ICD10 code,4064029,200845001,Allergic contact dermatitis due to dyes,SNOMED,Condition
C942,41,45542667,C94.2,Acute megakaryoblastic leukemia,ICD10 code,4079686,277602003,Acute megakaryoblastic leukemia,SNOMED,Condition
E738,41,45542766,E73.8,Other lactose intolerance,ICD10 code,4143342,267425008,Lactose intolerance,SNOMED,Condition
F20,41,45542835,F20,Schizophrenia,ICD10 Hierarchy,435783,58214004,Schizophrenia,SNOMED,Condition
F985,41,45542874,F98.5,Stuttering [stammering],ICD10 code,436667,39423001,Stuttering,SNOMED,Condition
N501B,41,45543880,N50.1,Vascular disorders of male genital organs,ICD10 code,197039,198057005,Male genital organ vascular diseases,SNOMED,Condition
Q628,41,45544103,Q62.8,Other congenital malformations of ureter,ICD10 code,193312,51794008,Congenital anomaly of ureter,SNOMED,Condition
G121B,41,45547727,G12.1,Other inherited spinal muscular atrophy,ICD10 code,374634,54280009,Kugelberg-Welander disease,SNOMED,Condition
J18P,41,45548107,J18,"Pneumonia, organism unspecified",ICD10 Hierarchy,443410,312342009,Infective pneumonia,SNOMED,Condition
L01CA04,41,45548179,L01,Impetigo,ICD10 Hierarchy,140480,48277006,Impetigo,SNOMED,Condition
N338,41,45548659,N33.8,Bladder disorders in other diseases classified elsewhere,ICD10 code,201337,42643001,Disorder of bladder,SNOMED,Condition
E018,41,45552368,E01.8,Other iodine-deficiency-related thyroid disorders and allied conditions,ICD10 code,138384,111566002,Acquired hypothyroidism,SNOMED,Condition
F439P,41,45552484,F43.9,"Reaction to severe stress, unspecified",ICD10 code,436677,17226007,Adjustment disorder,SNOMED,Condition
J42,41,45552889,J42,Unspecified chronic bronchitis,ICD10 code,255841,63480004,Chronic bronchitis,SNOMED,Condition
S218,41,45553974,S21.8,Open wound of other parts of thorax,ICD10 code,444195,127314000,Open wound of chest wall,SNOMED,Condition
J9619,41,45557632,J96.1,Chronic respiratory failure,ICD10 code,314971,39871006,Chronic respiratory failure,SNOMED,Condition
E119I,41,45561952,E11.9,Non-insulin-dependent diabetes mellitus without complications,ICD10 code,4193704,313436004,Type 2 diabetes mellitus without complication,SNOMED,Condition
J683,41,45562463,J68.3,"Other acute and subacute respiratory conditions due to chemicals, gases, fumes and vapors",ICD10 code,318789,50963007,Respiratory condition due to chemical fumes AND/OR vapors,SNOMED,Condition
H663P,41,45567127,H66.3,Other chronic suppurative otitis media,ICD10 code,377886,38394007,Chronic purulent otitis media,SNOMED,Condition
I80,41,45567229,I80,Phlebitis and thrombophlebitis,ICD10 Hierarchy,313219,195394007,Phlebitis and thrombophlebitis,SNOMED,Condition
O801,41,45572892,O80.1,Spontaneous breech delivery,ICD10 code,4154615,271373005,Deliveries by spontaneous breech delivery,SNOMED,Condition
S362,41,45578240,S36.2,Injury of pancreas,ICD10 code,4268004,61823004,Injury of pancreas,SNOMED,Condition
Z0189,41,45581003,Z01.8,Other specified special examinations,ICD10 code,4178367,363680008,Radiographic imaging procedure,SNOMED,Procedure
F632,41,45586251,F63.2,Pathological stealing [kleptomania],ICD10 code,434632,69361009,Kleptomania,SNOMED,Condition
M020,41,45586816,M02.0,Arthropathy following intestinal bypass,ICD10 code,4035426,239790006,Arthritis following intestinal bypass,SNOMED,Condition
O905,41,45587393,O90.5,Postpartum thyroiditis,ICD10 code,4199437,52772002,Postpartum thyroiditis,SNOMED,Condition
Q858A,41,45587491,Q85.8,"Other phakomatoses, not elsewhere classified",ICD10 code,4302754,78572006,Neurocutaneous syndrome,SNOMED,Condition
C965,41,45590969,C96.5,Multifocal and unisystemic Langerhans-cell histiocytosis,ICD10 code,436670,75934005,Metabolic disease,SNOMED,Condition
D528,41,45591010,D52.8,Other folate deficiency anemias,ICD10 code,440977,85649008,Megaloblastic anemia due to folate deficiency,SNOMED,Condition
F505,41,45591143,F50.5,Vomiting associated with other psychological disturbances,ICD10 code,4102984,192450008,Vomiting associated with other psychological disturbances,SNOMED,Condition
K522X,41,45591595,K52.2,Allergic and dietetic gastroenteritis and colitis,ICD10 code,4324838,71207007,Noninfectious enteritis,SNOMED,Condition
L749,41,45591647,L74.9,"Eccrine sweat disorder, unspecified",ICD10 code,441655,88232005,Disorder of sweat gland,SNOMED,Condition
M092,41,45591715,M09.2,Juvenile arthritis in ulcerative colitis,ICD10 code,4114447,201807008,Juvenile arthritis in ulcerative colitis,SNOMED,Condition
T543,41,45594768,T54.3,Toxic effect of corrosive alkalis and alkali-like substances,ICD10 code,437473,212835003,Toxic effect of caustic alkali,SNOMED,Condition
G40-P,41,45595935,G40,Epilepsy,ICD10 Hierarchy,380378,84757009,Epilepsy,SNOMED,Condition
M002X,41,45596408,M00.2,Other streptococcal arthritis and polyarthritis,ICD10 code,4201438,51646002,Streptococcal arthritis,SNOMED,Condition
S269,41,45602296,S26.9,"Injury of heart, unspecified",ICD10 code,4311280,86175003,Injury of heart,SNOMED,Condition
Z289,41,45605115,Z28.9,Immunization not carried out for unspecified reason,ICD10 code,4150253,310376006,Immunization consent not given,SNOMED,Observation
E712,41,45605423,E71.2,"Disorder of branched-chain amino-acid metabolism, unspecified",ICD10 code,439003,116020001,Disorder of branched-chain amino acid metabolism,SNOMED,Condition
I890A,41,45605871,I89.0,"Lymphedema, not elsewhere classified",ICD10 code,435839,234097001,Lymphedema,SNOMED,Condition
427B,41,,,,,,,,,
780X,41,,,,,,,,,
UA5301,41,,,,,,,,,
UB1143,41,,,,,,,,,
R860,40,45548987,,"Abnormal findings in specimens from male genital organs, abnormal level of enzymes",,4168246,,Abnormal enzyme level in specimens from male genital organs,SNOMED,
H198,40,45533265,H19.8,Other disorders of sclera and cornea in diseases classified elsewhere,ICD10 code,375252,371405004,Disorder of eye,SNOMED,Condition
R628A,40,45534460,R62.8,Other lack of expected normal physiological development,ICD10 code,40486120,447740001,Delay in physiological development,SNOMED,Condition
S0291,40,45539421,S02.9,"Fracture of skull and facial bones, part unspecified",ICD10 code,4324690,71642004,Fracture of skull,SNOMED,Condition
C433X,40,45542597,C43.3,Malignant melanoma of other and unspecified parts of face,ICD10 code,133713,93225001,Malignant melanoma of skin of face,SNOMED,Condition
D372A,40,45542697,D37.2,Neoplasm of uncertain or unknown behavior of small intestine,ICD10 code,4317816,95088009,Neoplasm of uncertain behavior of small intestine,SNOMED,Condition
Q049,40,45544076,Q04.9,"Congenital malformation of brain, unspecified",ICD10 code,377085,57148006,Congenital anomaly of brain,SNOMED,Condition
S559,40,45545013,S55.9,Injury of unspecified blood vessel at forearm level,ICD10 code,4056457,210855006,Injury of blood vessels at forearm level,SNOMED,Condition
C611,40,45547509,C61,Malignant neoplasm of prostate,ICD10 code,4163261,399068003,Malignant tumor of prostate,SNOMED,Condition
D685X,40,45552360,D68.5,Primary Thrombophilia,ICD10 code,4231770,439698008,Hereditary thrombophilia,SNOMED,Condition
L985D,40,45553017,L98.5,Mucinosis of skin,ICD10 code,4033501,238945000,Diffuse cutaneous mucinosis,SNOMED,Condition
T425,40,45555973,T42.5,"Poisoning by mixed antiepileptics, not elsewhere classified",ICD10 code,437456,42377002,Poisoning by anticonvulsant,SNOMED,Condition
T843H,40,45556283,T84.3,"Mechanical complication of other bone devices, implants and grafts",ICD10 code,4105103,281436001,Displacement of bone graft,SNOMED,Condition
K132A,40,45557644,K13.2,"Leukoplakia and other disturbances of oral epithelium, including tongue",ICD10 code,43530620,1071000119107,Oral lesion,SNOMED,Condition
L590,40,45557707,L59.0,Erythema ab igne [dermatitis ab igne],ICD10 code,4031003,238510001,Erythema ab igne,SNOMED,Condition
