source_code,source_description
NDH21,Artroskopisk eller endoskopisk reposition av luxerad protes i hand- eller fingerled
NDH22,Öppen reposition av luxerad protes i hand- eller fingerled
NDH30,Perkutan eller sluten adherenslösning i hand- eller fingerled
NDH31,Artroskopisk eller endoskopisk adherenslösning i hand- eller fingerled
NDH32,Öppen adherenslösning i hand- eller fingerled
NDH40,Perkutan eller sluten extraktion av främmande eller fri kropp i hand- eller fingerled
NDH41,Artroskopisk eller endoskopisk extraktion av främmande eller fri kropp i hand- eller fingerled
NDH42,Öppen extraktion av främmande eller fri kropp i hand- eller fingerled
NDH51,Artroskopisk eller endoskopisk excision av intraartikulär exostos eller osteofyt i hand- eller fingerled
NDH52,Öppen excision av intraartikulär exostos eller osteofyt i hand- eller fingerled
NDH71,Artroskopisk eller endoskopisk operation för recidiverande luxation av hand- eller fingerled
NDH72,Öppen operation för recidiverande luxation av hand- eller fingerled
NDH91,Annan artroskopisk eller endoskopisk operation på handled eller hand
NDH92,Annan öppen operation på handled eller hand
NDJ09,Sluten reposition av fraktur i handled eller hand
NDJ19,Öppen reposition av fraktur i handled eller hand
NDJ29,Extern fixation av fraktur i handled eller hand
NDJ39,Osteosyntes av fraktur i handled eller hand med bioimplantat
NDJ49,"Osteosyntes av fraktur i handled eller hand med cerklage, stift eller dylikt"
NDJ59,Osteosyntes av fraktur i handled eller hand med märgspik
NDJ69,Osteosyntes av fraktur i handled eller hand med platta och skruvar
NDJ79,Osteosyntes av fraktur i handled eller hand med skruvar enbart
NDJ89,Osteosyntes av fraktur i handled eller hand med annan eller kombinerad metod
NDJ99,Annan operation vid fraktur på handled eller hand
NDK09,Excision av benfragment i handled eller hand
NDK19,Partiell eller total excision av ben i handled eller hand
NDK29,Fenestrering av ben i handled eller hand
NDK39,Curettage av bencysta i handled eller hand
NDK49,Epifyseodes av handled eller hand
NDK59,"Vinklings-, rotations- eller förskjutningsosteotomi i handled eller hand"
NDK69,Förkortnings- eller förlängningsosteotomi i handled eller hand
NDK79,Bentransportoperation i handled eller hand
NDK89,Epifysdistraktion i handled eller hand
NDK99,Annan operation på ben i handled eller hand
NDL09,Friläggning av muskel vid handled eller i hand
NDL19,Sutur eller rekonstruktion av muskel vid handled eller i hand
NDL29,Transposition av muskel vid handled eller i hand
NDL39,Myotomi eller tenotomi vid handled eller i hand
NDL49,Sutur eller reinsertion av sena vid handled eller i hand
NDL59,Tenolys eller tenosynovektomi vid handled eller i hand
NDL69,"Tenodes, förkortning eller förlängning av sena vid handled eller i hand"
NDL79,Excision av muskel eller sena vid handled eller i hand
NDL89,Transposition av sena vid handled eller i hand
NDL99,Annan operation på muskel eller sena vid handled eller i hand
NDM09,Fasciotomi i handled eller hand
NDM19,Partiell eller total excision av fascia i handled eller hand
NDM29,Sutur av fascia eller senskida i handled eller hand
NDM39,Excision av ganglion i handled eller hand
NDM49,Klyvning av senskida i handled eller hand
NDM59,Partiell excision av senskida i handled eller hand
NDM69,Rekonstruktion av pulley i handled eller hand
NDM79,Excision av bursa i handled eller hand
NDM99,"Annan operation på fascia, senskida eller bursa i handled eller hand"
NDN09,Autotransplantation av ben till handled eller hand
NDN19,Homotransplantation av ben till handled eller hand
NDN29,Heterotransplantation av ben till handled eller hand
NDN39,Transplantation av sena till handled eller hand
NDN49,"Transplantation av brosk, periost eller fascia till handled eller hand"
NDN99,Annan transplantation till handled eller hand
NDP09,Replantation av finger
NDP19,Autotransplantation eller transposition av finger
NDP29,Replantation av hand
NDQ00,Exartikulation i handled
NDQ11,Amputation i karpalregion
NDQ12,Amputation i metakarpalregion
NDQ13,Total amputation av tumme
NDQ14,Partiell amputation av tumme
NDQ15,Total amputation av annat finger
NDQ16,Partiell amputation av annat finger
NDQ29,Revision av amputations- eller exartikulationsstump
NDQ99,Annan amputation eller relaterad operation i handled eller hand
NDR09,Intralesionell excision av mjukdelstumör i handled eller hand
NDR19,Marginell excision av mjukdelstumör i handled eller hand
NDR29,Vid excision av mjukdelstumör i handled eller hand
NDR39,Kompartmentell excision av mjukdelstumör i handled eller hand
NDR49,Intralesionell excision av ben- eller brosktumör i handled eller hand
NDR59,Marginell excision av ben- eller brosktumör i handled eller hand
NDR69,Vid excision av ben- eller brosktumör i handled eller hand
NDR79,Kompartmentell excision av ben- eller brosktumör i handled eller hand
NDR99,Annan operation för tumör i handled eller hand
NDS09,Incision och debridering vid mjukdelsinfektion i handled eller hand
NDS19,Incision och debridering vid septisk artrit i handled eller hand
NDS29,Incision och debridering vid osteit i hand
NDS39,Incision och debridering vid mjukdelsinfektion i handled eller hand med implantation av läkemedel (i)
NDS49,Incision och debridering vid septisk artrit i handled eller hand med implantation av läkemedel (i)
NDS59,Incision och debridering vid osteit i hand med implantation av läkemedel (i)
NDS99,Annan operation vid infektion i handled eller hand
NDT09,Avlägsnande av främmande kropp från vävnad i handled eller hand
NDT19,Mobilisering av handled eller hand
NDT39,"Korrektion av deformitet av handled eller hand med användande av muskel, sena eller ligament"
NDT49,Korrektion av deformitet av handled eller hand med användande av extern eller intern fixation
NDT69,Pollicisation
NDT79,Falangisering av metakarpal
NDT99,Annan operation på handled eller hand
NDU09,Extraktion av del- eller halvprotes från handled
NDU19,Extraktion av totalprotes från handled
NDU29,Extraktion av protes från annan led i hand
NDU39,Extraktion av externt fixationsmaterial från handled eller hand
NDU49,Extraktion av internt fixationsmaterial från handled eller hand
NDU69,Extraktion av ligamentprotes från handled eller hand
NDU89,Extraktion av implantat för infektionsbehandling från handled eller hand
NDU99,Extraktion av annat implantat från handled eller hand
NDW49,Sutur av sårruptur av handled eller hand
NDW59,Reoperation för ytlig infektion i handled eller hand
NDW69,Reoperation för djup infektion i handled eller hand
NDW79,Reoperation för ytlig blödning i handled eller hand
NDW89,Reoperation för djup blödning i handled eller hand
NDW99,Annan reoperation på handled eller hand
NEA01,"Exploration av mjukdelar i bäckenet, artroskopisk"
NEA02,"Exploration av mjukdelar i bäckenet, öppen"
NEA11,"Exploration av bäckenled, artroskopisk"
NEA12,"Exploration av bäckenled, öppen"
NEA20,"Biopsi av mjukdelar eller led i bäckenet, perkutan"
NEA21,"Biopsi av mjukdelar eller led i bäckenet, artroskopisk"
NEA22,"Biopsi av mjukdelar eller led i bäckenet, öppen"
NEA30,"Biopsi av bäckenben, perkutan"
NEA31,"Biopsi av bäckenben, artroskopisk"
NEA32,"Biopsi av bäckenben, öppen"
NEG39,Artrodes av bäckenled utan fixationsmaterial
NEG49,Artrodes av bäckenled med intern fixation
NEG59,Artrodes av bäckenled med extern fixation
NEG99,"Annan excision, rekonstruktion eller artrodes av bäckenled"
NEH09,Reposition av bäckenled
NEH99,Annan operation på bäckenled
NEJ09,Sluten reposition av bäckenfraktur
NEJ19,Öppen reposition av bäckenfraktur
NEJ29,Extern fixation av bäckenfraktur
NEJ39,Osteosyntes av bäckenfraktur med bioimplantat
NEJ49,"Osteosyntes av bäckenfraktur med cerklage, stift eller dylikt"
NEJ69,Osteosyntes av bäckenfraktur med platta och skruvar
NEJ79,Osteosyntes av bäckenfraktur med skruvar enbart
NEJ89,Osteosyntes av bäckenfraktur med annan eller kombinerad metod
NEJ99,Annan operation vid fraktur i bäckenet
NEK09,Excision av benfragment av bäckenet
NEK19,Partiell eller total excision av bäckenben
NEK29,Fenestrering av bäckenben
NEK39,Curettage av cysta i bäckenben
NEK59,"Vinklings-, rotations- eller förskjutningsosteotomi i bäckenet"
NEK99,Annan operation på bäckenben
NEL09,Friläggning av bäckenmuskel
NEL19,Sutur eller rekonstruktion av bäckenmuskel
NEL29,Transposition av bäckenmuskel
NEL39,Myotomi eller tenotomi i bäckenet
NEL49,Sutur eller reinsertion av sena i bäckenet
NEL79,Excision av muskel eller sena i bäckenet
NEL99,Annan operation på muskel eller sena i bäckenet
NEM99,Operation på fascia eller bursa i bäckenet
NEN09,Autotransplantation av ben till bäckenet
NEN19,Homotransplantation av ben till bäckenet
NEN29,Heterotransplantation av ben till bäckenet
NEN49,"Transplantation av brosk, periost eller fascia till bäckenet"
NEN99,Annan transplantation till bäckenet
NEP29,Replantation av extremitet i bäckennivå
NEQ19,Transpelvin amputation
NEQ29,Revision av amputationsstump i bäckenet
NEQ99,Annan amputation i bäckenet eller relaterad operation
NER09,Intralesionell excision av mjukdelstumör i bäckenet
NER19,Marginell excision av mjukdelstumör i bäckenet
NER29,Vid excision av mjukdelstumör i bäckenet
NER39,Kompartmentell excision av mjukdelstumör i bäckenet
NER49,Intralesionell excision av ben- eller brosktumör i bäckenet
NER59,Marginell excision av ben- eller brosktumör i bäckenet
NER69,Vid excision av ben- eller brosktumör i bäckenet
NER79,Kompartmentell excision av ben- eller brosktumör i bäckenet
NER99,Annan operation för tumör i bäckenet
NES19,Incision och debridering vid septisk artrit i bäckenled
NES29,Incision och debridering vid osteit i bäckenet
NES49,Incision och debridering vid septisk artrit i bäckenled med implantation av läkemedel (i)
NES59,Incision och debridering vid osteit i bäckenet med implantation av läkemedel (i)
NES99,Annan operation vid infektion i bäckenet
NET09,Avlägsnande av främmande kropp från vävnad i bäckenet
NET49,Korrektion av deformitet i bäckenet med användande av extern eller intern fixation
NET99,Annan operation på bäckenet
NEU39,Extraktion av externt fixationsmaterial från bäckenet
NEU49,Extraktion av internt fixationsmaterial från bäckenet
NEU89,Extraktion av implantat för infektionsbehandling från bäckenet
NEU99,Extraktion av annat implantat från bäckenet
NEW49,Sutur av sårruptur i bäckenet
NEW59,Reoperation för ytlig infektion i bäckenet
NEW69,Reoperation för djup infektion i bäckenet
NEW79,Reoperation för ytlig blödning i bäckenet
NEW89,Reoperation för djup blödning i bäckenet
NEW99,Annan reoperation på bäckenet
NFA00,Perkutan eller sluten exploration av mjukdelar i höft och lår
NFA01,Artroskopisk eller endoskopisk exploration av mjukdelar i höft och lår
NFA02,Öppen exploration av mjukdelar i höft och lår
NFA10,Perkutan eller sluten exploration av höftled
NFA11,Artroskopisk eller endoskopisk exploration av höftled
NFA12,Öppen exploration av höftled
NFA20,Perkutan eller sluten biopsi av mjukdelar i höft och lår
NFA21,Artroskopisk eller endoskopisk biopsi av mjukdelar i höft och lår
NFA22,Öppen biopsi av mjukdelar i höft och lår
NFA30,Perkutan eller sluten biopsi av femur
NFA31,Artroskopisk eller endoskopisk biopsi av femur
NFA32,Öppen biopsi av femur
NFB09,Primär halv- eller delprotes i höftled utan cement
NFB19,Primär halv- eller delprotes i höftled med cement
NFB29,Primär total höftledsplastik utan cement
NFB39,Primär total höftledsplastik med hybridteknik
NFB49,Primär total höftledsplastik med cement
NFB62,Primär total höftledsplastik med ytersättningsprotes
NFB99,Annan primär ledprotesoperation i höftled
NFC09,Sekundär halv- eller delprotes i höftled utan cement
NFC19,Sekundär halv- eller delprotes i höftled med cement
NFC20,"Sekundär totalprotes i höftled utan cement, alla delar reviderade"
NFC21,"Sekundär totalprotes i höftled utan cement, cuprevision"
NFC22,"Sekundär totalprotes i höftled utan cement, stamrevision"
NFC23,"Sekundär totalprotes i höftled utan cement, revision av annan del"
NFC29,"Sekundär totalprotes i höftled utan cement, annan eller ospecificerad"
NFC30,"Sekundär totalprotes i höftled med hybridteknik, alla delar reviderade"
NFC31,"Sekundär totalprotes i höftled med hybridteknik, cuprevision"
NFC32,"Sekundär totalprotes i höftled med hybridteknik, stamrevision"
NFC33,"Sekundär totalprotes i höftled med hybridteknik, revision av annan del"
NFC39,"Sekundär totalprotes i höftled med hybridteknik, annan eller ospecificerad"
NFC40,"Sekundär totalprotes i höftled med cement, alla delar reviderade"
NFC41,"Sekundär totalprotes i höftled med cement, cuprevision"
NFC42,"Sekundär totalprotes i höftled med cement, stamrevision"
NFC43,"Sekundär totalprotes i höftled med cement, revision av annan del"
NFC49,"Sekundär totalprotes i höftled med cement, annan eller ospecificerad"
NFC59,Sekundär implantation av interpositionsprotes i höftled
NFC99,Annan sekundär ledprotesoperation i höftled
NFE91,"Operation på ledkapslar eller ligament i höftled, artroskopisk"
NFE92,"Operation på ledkapslar eller ligament i höftled, öppen"
NFF01,Artroskopisk eller endoskopisk total synovektomi i höftled
NFF02,Öppen total synovektomi i höftled
NFF11,Artroskopisk eller endoskopisk partiell synovektomi i höftled
NFF12,Öppen partiell synovektomi i höftled
