source_code,intermediate_code,intermediate_concept_id,intermediate_name,intermediate_vocabulary,target_concept_id,target_name,target_vocabulary
Z300R,Z30.0,45537624,General counseling and advice on contraception,ICD10,4135174,Contraception education,SNOMED
A488A,A48.8,45537727,Other specified bacterial diseases,ICD10,432545,Bacterial infectious disease,SNOMED
B03BA01,B03,45537751,Smallpox,ICD10,134573,Smallpox,SNOMED
C438D,C43.8,45537805,Overlapping malignant melanoma of skin,ICD10,133419,Overlapping malignant melanoma of skin,SNOMED
C44L57,C44,45537806,Other malignant neoplasms of skin,ICD10 Hierarchy,4155297,Malignant neoplasm of skin,SNOMED
C55,C55,45537826,"Malignant neoplasm of uterus, part unspecified",ICD10,197230,Malignant neoplasm of uterus,SNOMED
D630*,D63.0,45537923,Anemia in neoplastic disease,ICD10,441258,Anemia in neoplastic disease,SNOMED
E328,E32.8,45537969,Other diseases of thymus,ICD10,433730,Disorder of thymus gland,SNOMED
H35HH,H35,45538260,Other retinal disorders,ICD10 Hierarchy,378416,Retinal disorder,SNOMED
I47-,I47,45538384,Paroxysmal tachycardia,ICD10 Hierarchy,313792,Paroxysmal tachycardia,SNOMED
L02-,L02,45538561,"Cutaneous abscess, furuncle and carbuncle",ICD10 Hierarchy,,,
L02AE02,L02,45538561,"Cutaneous abscess, furuncle and carbuncle",ICD10 Hierarchy,,,
L02BGXX,L02,45538561,"Cutaneous abscess, furuncle and carbuncle",ICD10 Hierarchy,,,
M11,M11,45538659,Other crystal arthropathies,ICD10 Hierarchy,80484,Crystal arthropathy,SNOMED
M961J,M96.1,45539019,"Postlaminectomy syndrome, not elsewhere classified",ICD10,132412,Post-laminectomy syndrome,SNOMED
O2340,O23.4,45539103,Unspecified infection of urinary tract in pregnancy,ICD10,4146482,Urinary tract infection in pregnancy,SNOMED
O8823,O88.2,45539204,Obstetric blood-clot embolism,ICD10,435026,Obstetric pulmonary embolism,SNOMED
O9124,O91.2,45539211,Nonpurulent mastitis associated with childbirth,ICD10,442573,Nonpurulent mastitis associated with childbirth,SNOMED
Q045,Q04.5,45539259,Megalencephaly,ICD10,4319903,Macroencephaly,SNOMED
Q351,Q35.1,45539274,Cleft hard palate,ICD10,40492466,Cleft of hard palate,SNOMED
R492C,R49.2,45539351,Hypernasality and hyponasality,ICD10,4168556,Hypernasality and hyponasality,SNOMED
S345,S34.5,45539753,"Injury of lumbar, sacral and pelvic sympathetic nerves",ICD10,433916,Sympathetic nerve injury,SNOMED
T215,T21.5,45541290,Corrosion of first degree of trunk,ICD10,4057638,Corrosion of first degree of trunk,SNOMED
Z374,Z37.4,45542423,"Twins, both stillborn",ICD10,4015162,Twins - both stillborn,SNOMED
B400,B40.0,45542563,Acute pulmonary blastomycosis,ICD10,4093475,Acute pulmonary blastomycosis,SNOMED
C56-,C56,45542614,Malignant neoplasm of ovary,ICD10,200051,Primary malignant neoplasm of ovary,SNOMED
D551,D55.1,45542705,Anemia due to other disorders of glutathione metabolism,ICD10,23988,Hemolytic anemia due to glutathione metabolism disorder,SNOMED
E722D,E72.2,45542765,Disorders of urea cycle metabolism,ICD10,434311,Disorder of the urea cycle metabolism,SNOMED
G459U,G45.9,45542892,"Transient cerebral ischemic attack, unspecified",ICD10,373503,Transient cerebral ischemia,SNOMED
I012,I01.2,45543160,Acute rheumatic myocarditis,ICD10,321578,Acute rheumatic myocarditis,SNOMED
M159P,M15.9,45543481,"Polyarthrosis, unspecified",ICD10,75897,Polyarthropathy,SNOMED
O049B,O04.9,45543909,"Medical abortion, complete or unspecified, without complication",ICD10,436747,Legal termination of pregnancy without complication,SNOMED
O1200,O12.0,45543914,Gestational edema,ICD10,443214,Gestational edema,SNOMED
P810,P81.0,45544071,Environmental hyperthermia of newborn,ICD10,4148451,Environmentally-induced hyperthermia in newborn,SNOMED
Q721,Q72.1,45544112,Congenital absence of thigh and lower leg with foot present,ICD10,4185529,Complete phocomelia of lower limb,SNOMED
S422B,S42.2,45544677,Fracture of upper end of humerus,ICD10,4133610,Fracture of upper end of humerus,SNOMED
Z304P,Z30.4,45547299,Surveillance of contraceptive drugs,ICD10,4251903,Family planning surveillance,SNOMED
Z576,Z57.6,45547329,Occupational exposure to extreme temperature,ICD10,4059637,Work environment deleterious,SNOMED
A242,A24.2,45547399,Subacute and chronic melioidosis,ICD10,4090675,Subacute and chronic melioidosis,SNOMED
A501,A50.1,45547411,"Early congenital syphilis, latent",ICD10,4089980,Early congenital syphilis - latent,SNOMED
A540X,A54.0,45547416,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,ICD10,198978,Acute gonorrhea of lower genitourinary tract,SNOMED
B24,B24,45547443,Unspecified human immunodeficiency virus [HIV] disease,ICD10,439727,Human immunodeficiency virus infection,SNOMED
B463,B46.3,45547458,Cutaneous mucormycosis,ICD10,4347560,Cutaneous mucormycosis,SNOMED
598C,,,,,,,
B480,B48.0,45547459,Lobomycosis,ICD10,136627,Lobomycosis,SNOMED
C61E,C61,45547509,Malignant neoplasm of prostate,ICD10,4163261,Malignant tumor of prostate,SNOMED
C85P,C85,45547547,Other and unspecified types of non-Hodgkin's lymphoma,ICD10 Hierarchy,432571,Malignant lymphoma,SNOMED
H348H,H34.8,45547863,Other retinal vascular occlusions,ICD10,440392,Retinal vascular occlusion,SNOMED
H40XH,H40,45547879,Glaucoma,ICD10 Hierarchy,437541,Glaucoma,SNOMED
I11,I11,45548007,Hypertensive heart disease,ICD10 Hierarchy,442604,Hypertensive heart disease,SNOMED
I649X,I64,45548032,"Stroke, not specified as hemorrhage or infarction",ICD10,381316,Cerebrovascular accident,SNOMED
J01CA08,J01,45548098,Acute sinusitis,ICD10 Hierarchy,260123,Acute sinusitis,SNOMED
J01CE,J01,45548098,Acute sinusitis,ICD10 Hierarchy,260123,Acute sinusitis,SNOMED
J4584B,J45.8,45548118,Mixed asthma,ICD10,4110051,Mixed asthma,SNOMED
K08-P,K08,45548138,Other disorders of teeth and supporting structures,ICD10 Hierarchy,201603,Disorder of teeth AND/OR supporting structures,SNOMED
L01AA,L01,45548179,Impetigo,ICD10 Hierarchy,140480,Impetigo,SNOMED
L01DB07,L01,45548179,Impetigo,ICD10 Hierarchy,140480,Impetigo,SNOMED
L578B,L57.8,45548198,Other skin changes due to chronic exposure to nonionizing radiation,ICD10,4061844,Skin changes due to chronic exposure to non-ionizing radiation,SNOMED
M9121/0,M91.2,45548624,Coxa plana,ICD10,4345598,Coxa plana,SNOMED
M960E,M96.0,45548637,Pseudarthrosis after fusion or arthrodesis,ICD10,4069320,Pseudarthrosis after fusion or arthrodesis,SNOMED
O353,O35.3,45548757,Maternal care for (suspected) damage to fetus from viral disease in mother,ICD10,4143204,Fetus with viral damage via mother,SNOMED
O8642,O86.4,45548834,Pyrexia of unknown origin following delivery,ICD10,435028,Puerperal pyrexia of unknown origin,SNOMED
Q395,Q39.5,45548898,Congenital dilatation of esophagus,ICD10,4107566,Congenital dilatation of esophagus,SNOMED
R398P,R39.8,45548962,Other and unspecified symptoms and signs involving the urinary system,ICD10,4021780,Lower urinary tract finding,SNOMED
R820,R82.0,45548984,Chyluria,ICD10,438262,Chyluria,SNOMED
S3671,S36.7,45549430,Injury of multiple intra-abdominal organs,ICD10,4056721,Injury of multiple intra-abdominal organs,SNOMED
S374,S37.4,45549434,Injury of ovary,ICD10,4053594,Injury of ovary,SNOMED
S957,S95.7,45550868,Injury of multiple blood vessels at ankle and foot level,ICD10,4050681,Injury of multiple blood vessels at ankle and foot level,SNOMED
T506,T50.6,45551295,"Poisoning by antidotes and chelating agents, not elsewhere classified",ICD10,436312,Poisoning by antidote AND/OR chelating agent,SNOMED
T612,T61.2,45551368,Other fish and shellfish poisoning,ICD10,439679,Fish poisoning,SNOMED
T655,T65.5,45551422,Toxic effect of nitroglycerin and other nitric acids and esters,ICD10,4148288,Poisoning by nitroglycerin,SNOMED
T863B,T86.3,45551551,Heart-lung transplant failure and rejection,ICD10,4309008,Heart-lung transplant failure and rejection,SNOMED
Z0320,Z03.2,45552060,Observation for suspected mental and behavioral disorders,ICD10,4063519,Examination for suspected mental disorder,SNOMED
Z851B,Z85.1,45552120,"Personal history of malignant neoplasm of trachea, bronchus and lung",ICD10,4214956,History of clinical finding in subject,SNOMED
A032,A03.2,45552152,Shigellosis due to Shigella boydii,ICD10,4185509,Infection due to Group C Shigella,SNOMED
A270,A27.0,45552166,Leptospirosis icterohaemorrhagica,ICD10,436346,Leptospirosis icterohemorrhagica,SNOMED
A568,A56.8,45552191,Sexually transmitted chlamydial infection of other sites,ICD10,437221,Chlamydia trachomatis infection,SNOMED
A669,A66.9,45552192,"Yaws, unspecified",ICD10,432829,Yaws,SNOMED
A710,A71.0,45552196,Initial stage of trachoma,ICD10,375184,"Trachoma, initial stage",SNOMED
A748,A74.8,45552197,Other chlamydial diseases,ICD10,438066,Chlamydial infection,SNOMED
B419,B41.9,45552222,"Paracoccidioidomycosis, unspecified",ICD10,439733,Paracoccidioidomycosis,SNOMED
B430,B43.0,45552225,Cutaneous chromomycosis,ICD10,4149596,Cutaneous chromomycosis,SNOMED
F2380,F23.8,45552475,Other acute and transient psychotic disorders,ICD10,4335169,Acute transient psychotic disorder,SNOMED
M059D,M05.9,45553050,"Seropositive rheumatoid arthritis, unspecified",ICD10,4035611,Seropositive rheumatoid arthritis,SNOMED
M059G,M05.9,45553050,"Seropositive rheumatoid arthritis, unspecified",ICD10,4035611,Seropositive rheumatoid arthritis,SNOMED
M610X,M61.0,45553213,Myositis ossificans traumatica,ICD10,77653,Traumatic myositis ossificans,SNOMED
O4580,O45.8,45553569,Other premature separation of placenta,ICD10,4265196,Couvelaire uterus,SNOMED
O4691,O46.9,45553575,"Antepartum hemorrhage, unspecified",ICD10,434089,Antepartum hemorrhage,SNOMED
O4693,O46.9,45553575,"Antepartum hemorrhage, unspecified",ICD10,434089,Antepartum hemorrhage,SNOMED
O8702,O87.0,45553599,Superficial thrombophlebitis in the puerperium,ICD10,4143293,Superficial thrombophlebitis in the puerperium,SNOMED
O984X,O98.4,45553612,"Viral hepatitis complicating pregnancy, childbirth and the puerperium",ICD10,4063037,"Viral hepatitis complicating pregnancy, childbirth and the puerperium",SNOMED
P832,P83.2,45553649,Hydrops fetalis not due to hemolytic disease,ICD10,76533,Non-immune hydrops fetalis,SNOMED
Q441,Q44.1,45553679,Other congenital malformations of gallbladder,ICD10,196214,Congenital disorder of gallbladder and biliary tract,SNOMED
R632,R63.2,45553743,Polyphagia,ICD10,438872,Excessive eating - polyphagia,SNOMED
S2211,S22.1,45553994,Multiple fractures of thoracic spine,ICD10,4009296,Multiple fractures of thoracic spine,SNOMED
T444,T44.4,45556009,"Poisoning by predominantly alpha-adrenoreceptor agonists, not elsewhere classified",ICD10,4159895,Alpha-adrenoceptor agonist poisoning,SNOMED
T843E,T84.3,45556283,"Mechanical complication of other bone devices, implants and grafts",ICD10,4105103,Displacement of bone graft,SNOMED
Z244,Z24.4,45556823,Need for immunization against measles alone,ICD10,4015724,Vaccination required,SNOMED
A484,A48.4,45556903,Brazilian purpuric fever,ICD10,4310674,Brazilian purpuric fever,SNOMED
A698,A69.8,45556916,Other specified spirochetal infections,ICD10,433967,Spirochetal infection,SNOMED
B672,B67.2,45556949,Echinococcus granulosus infection of bone,ICD10,4093485,Echinococcus granulosus infection of bone,SNOMED
D836,D83,45557099,Common variable immunodeficiency,ICD10 Hierarchy,435228,Common variable agammaglobulinemia,SNOMED
H402A,H40.2,45557422,Primary angle-closure glaucoma,ICD10,435543,Primary angle-closure glaucoma,SNOMED
H402C,H40.2,45557422,Primary angle-closure glaucoma,ICD10,435543,Primary angle-closure glaucoma,SNOMED
H445V,H44.5,45557436,Degenerated conditions of globe,ICD10,381849,Degenerated eye,SNOMED
H940,H94.0,45557529,Acoustic neuritis in infectious and parasitic diseases classified elsewhere,ICD10,4071154,Acoustic neuritis,SNOMED
I82,I82,45557596,Other venous embolism and thrombosis,ICD10 Hierarchy,4327889,Thromboembolism of vein,SNOMED
K51-,K51,45557655,Ulcerative colitis,ICD10 Hierarchy,81893,Ulcerative colitis,SNOMED
L658D04,L65.8,45557709,Other specified nonscarring hair loss,ICD10,4031164,Non-scarring alopecia,SNOMED
M202H,M20.2,45557820,Hallux rigidus,ICD10,79916,Acquired hallux rigidus,SNOMED
M842A,M84.2,45558007,Delayed union of fracture,ICD10,40305987,Delayed union of fracture,SNOMED
O4291,O42.9,45558306,"Premature rupture of membranes, unspecified",ICD10,194702,Premature rupture of membranes,SNOMED
O4293,O42.9,45558306,"Premature rupture of membranes, unspecified",ICD10,194702,Premature rupture of membranes,SNOMED
O811,O81.1,45558335,Mid-cavity forceps delivery,ICD10,4153284,Delivered by mid-cavity forceps delivery,SNOMED
O969,O96.9,45558344,Death from sequelae of unspecified obstetric cause,ICD10,4062254,Death from any obstetric cause occurring more than 42 days but less than one year after delivery,SNOMED
P112,P11.2,45558360,Unspecified brain damage due to birth injury,ICD10,4347416,Cerebral injury due to birth trauma,SNOMED
Q25,Q25,45558397,Congenital malformations of great arteries,ICD10 Hierarchy,314463,Congenital anomaly of aorta,SNOMED
S4281,S42.8,45559050,Fracture of other parts of shoulder and upper arm,ICD10,4017652,Open fracture dislocation acromioclavicular joint,SNOMED
T306,T30.6,45560626,"Corrosion of second degree, body region unspecified",ICD10,4054664,Burn of multiple specified sites,SNOMED
T634B,T63.4,45560949,Toxic effect of venom of other arthropods,ICD10,442562,Poisoning,SNOMED
A244,A24.4,45561694,"Melioidosis, unspecified",ICD10,443542,Melioidosis,SNOMED
A460,A46,45561706,Erysipelas,ICD10,4143956,Infection due to Erysipelothrix rhusiopathiae,SNOMED
A929,A92.9,45561732,"Mosquito-borne viral fever, unspecified",ICD10,438685,Arbovirus infection,SNOMED
B663,B66.3,45561761,Fascioliasis,ICD10,436342,Infection by Fasciola,SNOMED
C09CA06,C09,45561784,Malignant neoplasm of tonsil,ICD10 Hierarchy,4181339,Malignant tumor of tonsil,SNOMED
D447A,D44.7,45561919,Neoplasm of uncertain or unknown behavior of aortic body and other paraganglia,ICD10,27516,Neoplasm of uncertain behavior of paraganglia,SNOMED
D482A,D48.2,45561920,Neoplasm of uncertain or unknown behavior of peripheral nerves and autonomic nervous system,ICD10,4002341,Neoplasm of uncertain behavior of peripheral nerves and peripheral autonomic nervous system,SNOMED
H201V,H20.1,45562191,Chronic iridocyclitis,ICD10,434029,Chronic anterior uveitis,SNOMED
J459X,J45.9,45562456,"Asthma, unspecified",ICD10,317009,Asthma,SNOMED
L300X,L30.0,45562535,Nummular dermatitis,ICD10,4216188,Nummular eczema,SNOMED
M350A,M35.0,45562711,Sicca syndrome [Sjogren],ICD10,254443,Sjogren's syndrome,SNOMED
M8050/0,M80.5,45562850,Idiopathic osteoporosis with pathological fracture,ICD10,4069306,Idiopathic osteoporosis with pathological fracture,SNOMED
M8053/0,M80.5,45562850,Idiopathic osteoporosis with pathological fracture,ICD10,4069306,Idiopathic osteoporosis with pathological fracture,SNOMED
N12,N12,45563004,"Tubulo-interstitial nephritis, not specified as acute or chronic",ICD10,4177206,Tubulointerstitial nephritis,SNOMED
O982,O98.2,45563190,"Gonorrhea complicating pregnancy, childbirth and the puerperium",ICD10,443054,"Maternal gonorrhea during pregnancy, childbirth and the puerperium",SNOMED
P238,P23.8,45563216,Congenital pneumonia due to other organisms,ICD10,255084,Congenital pneumonia,SNOMED
P740,P74.0,45563227,Late metabolic acidosis of newborn,ICD10,434474,Late metabolic acidosis of newborn,SNOMED
P910B,P91.0,45563230,Neonatal cerebral ischemia,ICD10,4049043,Neonatal cerebral ischemia,SNOMED
P910X,P91.0,45563230,Neonatal cerebral ischemia,ICD10,4049043,Neonatal cerebral ischemia,SNOMED
Q932,Q93.2,45563279,Chromosome replaced with ring or dicentric,ICD10,4151883,Chromosome replaced with ring or dicentric,SNOMED
T632,T63.2,45565749,Toxic effect of venom of scorpion,ICD10,4318502,Poisoning due to scorpion venom,SNOMED
Z65-P,Z65,45566447,Problems related to other psychosocial circumstances,ICD10 Hierarchy,4107655,Finding relating to psychosocial functioning,SNOMED
Z85,Z85,45566464,Personal history of malignant neoplasm,ICD10 Hierarchy,4214956,History of clinical finding in subject,SNOMED
A548,A54.8,45566516,Other gonococcal infections,ICD10,433417,Gonorrhea,SNOMED
601B,,,,,,,
B19P,B19,45566539,Unspecified viral hepatitis,ICD10 Hierarchy,193693,Viral hepatitis without hepatic coma,SNOMED
B332,B33.2,45566543,Viral carditis,ICD10,4087608,Viral carditis,SNOMED
C437B,C43.7,45566585,"Malignant melanoma of lower limb, including hip",ICD10,139757,Malignant melanoma of skin of lower limb,SNOMED
C60,C60,45566610,Malignant neoplasm of penis,ICD10 Hierarchy,4181488,Malignant tumor of penis,SNOMED
D481D,D48.1,45566694,Neoplasm of uncertain or unknown behavior of connective and other soft tissue,ICD10,374313,Neoplasm of uncertain behavior of soft tissues,SNOMED
F032,F03,45566772,Unspecified dementia,ICD10,4182210,Dementia,SNOMED
F6039,F60.3,45566852,Emotionally unstable personality disorder,ICD10,4103399,Emotionally unstable personality disorder,SNOMED
J631,J63.1,45567269,Bauxite fibrosis (of lung),ICD10,4032314,Bauxite fibrosis of lung,SNOMED
L25-P,L25,45567353,Unspecified contact dermatitis,ICD10 Hierarchy,134438,Contact dermatitis,SNOMED
M9989/1,M99.8,45567816,Other biomechanical lesions,ICD10,140823,Acquired musculoskeletal deformity,SNOMED
M998A,M99.8,45567816,Other biomechanical lesions,ICD10,140823,Acquired musculoskeletal deformity,SNOMED
M998H,M99.8,45567816,Other biomechanical lesions,ICD10,140823,Acquired musculoskeletal deformity,SNOMED
M998I,M99.8,45567816,Other biomechanical lesions,ICD10,140823,Acquired musculoskeletal deformity,SNOMED
N05AX08,N05,45567820,Unspecified nephritic syndrome,ICD10 Hierarchy,4298809,Nephritic syndrome,SNOMED
N05B,N05,45567820,Unspecified nephritic syndrome,ICD10 Hierarchy,4298809,Nephritic syndrome,SNOMED
N05BA,N05,45567820,Unspecified nephritic syndrome,ICD10 Hierarchy,4298809,Nephritic syndrome,SNOMED
N06AB,N06,45567821,Isolated proteinuria with specified morphological lesion,ICD10 Hierarchy,4056481,Isolated proteinuria with specified morphological lesion,SNOMED
N06AB04,N06,45567821,Isolated proteinuria with specified morphological lesion,ICD10 Hierarchy,4056481,Isolated proteinuria with specified morphological lesion,SNOMED
