source_code,source_description
SB401,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SB402,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SB403,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB404,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SB410,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB411,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB412,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB413,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB414,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB420,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB421,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB422,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB423,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB424,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB430,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB431,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB432,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB433,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB434,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB440,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB441,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB442,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB443,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB444,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB500,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
SB501,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SB502,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SB503,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB504,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SB510,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB511,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB512,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB513,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB514,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB520,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB521,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB522,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB523,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB524,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB530,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB531,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB532,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB533,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB534,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB540,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB541,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB542,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB543,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB544,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB600,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
SB601,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SB602,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SB603,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB604,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SB610,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB611,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB612,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB613,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB614,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB620,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
